event_id,customer_id,event_type
E0000950,C004198,Checkout
E0000951,C003358,Checkout
E0000952,C004543,App Open
E0000953,C000900,Add To Cart
E0000954,C003636,Add To Cart
E0000955,C000445,App Open
E0000956,C001258,Restaurant View
E0000957,C001954,Add To Cart
E0000958,C004350,Checkout
E0000959,C001677,Add To Cart
E0000960,C004408,Menu View
E0000961,C000240,App Open
E0000962,C004222,Add To Cart
E0000963,C001298,Add To Cart
E0000964,C002111,Restaurant View
E0000965,C002874,App Open
E0000966,C003738,Menu View
E0000967,C002284,Order Complete
E0000968,C002291,Restaurant View
E0000969,C001983,Menu View
E0000970,C001119,App Open
E0000971,C003723,App Open
E0000972,C002352,Order Complete
E0000973,C000310,Restaurant View
E0000974,C003627,Add To Cart
E0000975,C004615,Checkout
E0000976,C002601,Checkout
E0000977,C002534,Add To Cart
E0000978,C004143,Checkout
E0000979,C001705,Menu View
E0000980,C004420,Order Complete
E0000981,C002054,Add To Cart
E0000982,C002574,Menu View
E0000983,C003124,Order Complete
E0000984,C002445,Add To Cart
E0000985,C004735,App Open
E0000986,C004388,Order Complete
E0000987,C002942,Restaurant View
E0000988,C000036,Menu View
E0000989,C000047,Restaurant View
E0000990,C000701,App Open
E0000991,C002476,Add To Cart
E0000992,C003129,Restaurant View
E0000993,C000162,Order Complete
E0000994,C000974,Restaurant View
E0000995,C003151,Checkout
E0000996,C004324,App Open
E0000997,C002334,Add To Cart
E0000998,C000392,Checkout
E0000999,C003755,App Open
E0001000,C002640,App Open
E0001001,C002967,Add To Cart
E0001002,C001763,Restaurant View
E0001003,C003368,Checkout
E0001004,C004990,Menu View
E0001005,C000841,Menu View
E0001006,C002473,Restaurant View
E0001007,C004176,Restaurant View
E0001008,C000502,Order Complete
E0001009,C003228,Restaurant View
E0001010,C003139,Checkout
E0001011,C000535,Menu View
E0001012,C000731,App Open
E0001013,C004152,Menu View
E0001014,C000346,Checkout
E0001015,C003683,Add To Cart
E0001016,C003201,App Open
E0001017,C000279,Checkout
E0001018,C001376,Checkout
E0001019,C004531,Order Complete
E0001020,C003807,Menu View
E0001021,C001861,Order Complete
E0001022,C003869,Restaurant View
E0001023,C001994,Menu View
E0001024,C002665,Menu View
E0001025,C001359,Restaurant View
E0001026,C003163,Checkout
E0001027,C004764,Menu View
E0001028,C003224,Checkout
E0001029,C004386,App Open
E0001030,C002252,Menu View
E0001031,C003512,Menu View
E0001032,C004653,Add To Cart
E0001033,C002902,Add To Cart
E0001034,C002035,Order Complete
E0001035,C003401,Checkout
E0001036,C000562,Order Complete
E0001037,C004263,Menu View
E0001038,C001809,Restaurant View
E0001039,C004143,Restaurant View
E0001040,C003714,Checkout
E0001041,C004756,Restaurant View
E0001042,C002677,Restaurant View
E0001043,C003055,Checkout
E0001044,C004630,App Open
E0001045,C000365,Add To Cart
E0001046,C002410,Menu View
E0001047,C004974,Menu View
E0001048,C004601,App Open
E0001049,C003498,Add To Cart
E0001050,C004130,Checkout
E0001051,C003260,App Open
E0001052,C002632,Restaurant View
E0001053,C001315,Add To Cart
E0001054,C004387,Add To Cart
E0001055,C002339,Checkout
E0001056,C001928,App Open
E0001057,C004818,Order Complete
E0001058,C000061,Menu View
E0001059,C003887,Menu View
E0001060,C000058,Restaurant View
E0001061,C001367,Restaurant View
E0001062,C003459,Menu View
E0001063,C002251,Menu View
E0001064,C004913,Checkout
E0001065,C004509,Menu View
E0001066,C003237,Order Complete
E0001067,C002763,Order Complete
E0001068,C003937,App Open
E0001069,C004729,Order Complete
E0001070,C003292,Restaurant View
E0001071,C001661,Checkout
E0001072,C001895,App Open
E0001073,C003641,Menu View
E0001074,C001059,Restaurant View
E0001075,C004864,Order Complete
E0001076,C003084,Menu View
E0001077,C002041,Checkout
E0001078,C003575,Checkout
E0001079,C004006,Order Complete
E0001080,C002704,Order Complete
E0001081,C003030,Restaurant View
E0001082,C000351,App Open
E0001083,C001198,Menu View
E0001084,C001159,Order Complete
E0001085,C002497,Menu View
E0001086,C001559,Menu View
E0001087,C001395,Add To Cart
E0001088,C000977,Order Complete
E0001089,C004934,Checkout
E0001090,C003250,Order Complete
E0001091,C003726,App Open
E0001092,C001574,Add To Cart
E0001093,C003934,Restaurant View
E0001094,C004984,Checkout
E0001095,C001167,Add To Cart
E0001096,C000071,Menu View
E0001097,C002583,Checkout
E0001098,C000565,Menu View
E0001099,C000238,Add To Cart
E0001100,C004208,Order Complete
E0001101,C002244,Add To Cart
E0001102,C002388,Menu View
E0001103,C003753,Checkout
E0001104,C002089,Menu View
E0001105,C002759,Add To Cart
E0001106,C003956,Menu View
E0001107,C002954,Menu View
E0001108,C004837,Add To Cart
E0001109,C003191,Checkout
E0001110,C001497,Checkout
E0001111,C002789,Checkout
E0001112,C000933,Menu View
E0001113,C000056,Add To Cart
E0001114,C003644,Menu View
E0001115,C001696,Menu View
E0001116,C004182,Add To Cart
E0001117,C003074,Checkout
E0001118,C004517,Restaurant View
E0001119,C002044,App Open
E0001120,C003335,App Open
E0001121,C000128,App Open
E0001122,C000199,Add To Cart
E0001123,C003208,Add To Cart
E0001124,C000558,App Open
E0001125,C000242,Checkout
E0001126,C000390,Restaurant View
E0001127,C004729,Order Complete
E0001128,C003782,Add To Cart
E0001129,C000589,Menu View
E0001130,C003006,App Open
E0001131,C003502,Add To Cart
E0001132,C004267,Add To Cart
E0001133,C000717,App Open
E0001134,C002980,Add To Cart
E0001135,C001455,Menu View
E0001136,C004220,Restaurant View
E0001137,C004779,Add To Cart
E0001138,C004693,Checkout
E0001139,C003593,Order Complete
E0001140,C003202,Order Complete
E0001141,C004906,Checkout
E0001142,C003402,App Open
E0001143,C004088,Add To Cart
E0001144,C004578,Order Complete
E0001145,C004825,Checkout
E0001146,C001951,Add To Cart
E0001147,C004657,Restaurant View
E0001148,C002857,Restaurant View
E0001149,C000758,Restaurant View
E0001150,C001285,Add To Cart
E0001151,C000537,Order Complete
E0001152,C000194,Restaurant View
E0001153,C001821,Checkout
E0001154,C000100,Checkout
E0001155,C004032,Restaurant View
E0001156,C004641,App Open
E0001157,C003882,Order Complete
E0001158,C003265,Order Complete
E0001159,C002921,Add To Cart
E0001160,C003556,Menu View
E0001161,C000462,Order Complete
E0001162,C002703,App Open
E0001163,C004297,Add To Cart
E0001164,C001809,Checkout
E0001165,C001637,Order Complete
E0001166,C004824,App Open
E0001167,C000529,Restaurant View
E0001168,C002146,Add To Cart
E0001169,C002060,App Open
E0001170,C003231,Checkout
E0001171,C003472,Restaurant View
E0001172,C001838,Add To Cart
E0001173,C004564,Checkout
E0001174,C004645,Menu View
E0001175,C001321,Restaurant View
E0001176,C000510,Restaurant View
E0001177,C004327,Menu View
E0001178,C000235,App Open
E0001179,C004952,Menu View
E0001180,C004050,Add To Cart
E0001181,C000411,App Open
E0001182,C000438,Menu View
E0001183,C001203,Add To Cart
E0001184,C004947,App Open
E0001185,C004154,Checkout
E0001186,C000001,Add To Cart
E0001187,C000441,Order Complete
E0001188,C002704,App Open
E0001189,C001090,Menu View
E0001190,C001603,Restaurant View
E0001191,C003687,Restaurant View
E0001192,C004403,Add To Cart
E0001193,C003394,Restaurant View
E0001194,C000747,App Open
E0001195,C002737,Order Complete
E0001196,C002429,Add To Cart
E0001197,C003614,App Open
E0001198,C003714,Add To Cart
E0001199,C004655,Add To Cart
E0001200,C003788,Menu View
E0001201,C002162,Restaurant View
E0001202,C000926,Add To Cart
E0001203,C003313,Restaurant View
E0001204,C003549,Order Complete
E0001205,C001329,Restaurant View
E0001206,C004279,Checkout
E0001207,C000413,Restaurant View
E0001208,C000147,Restaurant View
E0001209,C004473,Menu View
E0001210,C000343,Order Complete
E0001211,C000208,Add To Cart
E0001212,C000321,App Open
E0001213,C002526,Order Complete
E0001214,C002842,Checkout
E0001215,C002749,Checkout
E0001216,C004274,Menu View
E0001217,C002840,Restaurant View
E0001218,C004012,Order Complete
E0001219,C004370,Order Complete
E0001220,C002354,Order Complete
E0001221,C000735,Checkout
E0001222,C000324,Order Complete
E0001223,C004279,Restaurant View
E0001224,C002091,Order Complete
E0001225,C000358,Order Complete
E0001226,C000215,App Open
E0001227,C004623,Checkout
E0001228,C004679,Restaurant View
E0001229,C003152,Add To Cart
E0001230,C004722,Order Complete
E0001231,C002007,Menu View
E0001232,C004280,Order Complete
E0001233,C000566,Checkout
E0001234,C000558,Order Complete
E0001235,C004619,Order Complete
E0001236,C004543,Menu View
E0001237,C000184,Menu View
E0001238,C003507,Checkout
E0001239,C002351,Checkout
E0001240,C001194,Menu View
E0001241,C001867,Restaurant View
E0001242,C003865,Order Complete
E0001243,C003353,App Open
E0001244,C000417,Restaurant View
E0001245,C002377,Restaurant View
E0001246,C002293,App Open
E0001247,C004208,Restaurant View
E0001248,C000899,Menu View
E0001249,C000941,App Open
E0001250,C001772,Checkout
E0001251,C002013,Checkout
E0001252,C002588,Menu View
E0001253,C003744,Restaurant View
E0001254,C002209,Menu View
E0001255,C003255,Menu View
E0001256,C001947,Add To Cart
E0001257,C002688,Add To Cart
E0001258,C004761,Checkout
E0001259,C001668,Add To Cart
E0001260,C003783,Menu View
E0001261,C002271,App Open
E0001262,C002637,Menu View
E0001263,C004270,Checkout
E0001264,C000317,Checkout
E0001265,C000567,Order Complete
E0001266,C001077,Checkout
E0001267,C003681,Order Complete
E0001268,C003112,Checkout
E0001269,C001022,Menu View
E0001270,C001522,Checkout
E0001271,C003933,Order Complete
E0001272,C004652,Add To Cart
E0001273,C003217,Restaurant View
E0001274,C000379,App Open
E0001275,C004244,Add To Cart
E0001276,C000283,Add To Cart
E0001277,C003314,Restaurant View
E0001278,C002509,Order Complete
E0001279,C003393,Add To Cart
E0001280,C001624,Order Complete
E0001281,C003039,Add To Cart
E0001282,C001489,App Open
E0001283,C001282,Checkout
E0001284,C004719,Checkout
E0001285,C003412,Order Complete
E0001286,C003928,Menu View
E0001287,C002680,Menu View
E0001288,C002835,Menu View
E0001289,C001424,App Open
E0001290,C003144,Order Complete
E0001291,C003244,Menu View
E0001292,C004260,Order Complete
E0001293,C004054,App Open
E0001294,C003734,Order Complete
E0001295,C003596,Checkout
E0001296,C004316,Order Complete
E0001297,C000150,Checkout
E0001298,C001436,Add To Cart
E0001299,C001525,Add To Cart
E0001300,C002324,Order Complete
E0001301,C001271,Order Complete
E0001302,C003555,Add To Cart
E0001303,C002719,Restaurant View
E0001304,C003019,Add To Cart
E0001305,C004748,Menu View
E0001306,C004644,Checkout
E0001307,C000936,Menu View
E0001308,C002583,Restaurant View
E0001309,C004380,Menu View
E0001310,C002144,App Open
E0001311,C004172,Menu View
E0001312,C003902,Add To Cart
E0001313,C003552,Order Complete
E0001314,C002197,Order Complete
E0001315,C000067,Menu View
E0001316,C002534,Menu View
E0001317,C000146,Add To Cart
E0001318,C001019,Restaurant View
E0001319,C001562,Menu View
E0001320,C004860,Add To Cart
E0001321,C002551,App Open
E0001322,C004881,Menu View
E0001323,C003807,App Open
E0001324,C004935,App Open
E0001325,C003241,App Open
E0001326,C002281,Add To Cart
E0001327,C004425,Menu View
E0001328,C000316,Add To Cart
E0001329,C004652,Menu View
E0001330,C003078,Add To Cart
E0001331,C001770,Checkout
E0001332,C003064,App Open
E0001333,C001012,App Open
E0001334,C003878,Order Complete
E0001335,C000668,Order Complete
E0001336,C003686,Add To Cart
E0001337,C000739,Menu View
E0001338,C001214,Checkout
E0001339,C001325,Menu View
E0001340,C002644,App Open
E0001341,C000005,Add To Cart
E0001342,C001435,Order Complete
E0001343,C000520,App Open
E0001344,C001291,Order Complete
E0001345,C001139,Add To Cart
E0001346,C000149,Checkout
E0001347,C000111,App Open
E0001348,C001110,App Open
E0001349,C002180,Restaurant View
E0001350,C001604,Add To Cart
E0001351,C001060,Add To Cart
E0001352,C000363,Menu View
E0001353,C000573,Restaurant View
E0001354,C003480,Add To Cart
E0001355,C000965,App Open
E0001356,C001482,Menu View
E0001357,C001005,App Open
E0001358,C004998,Checkout
E0001359,C001499,Restaurant View
E0001360,C002705,Restaurant View
E0001361,C000269,Add To Cart
E0001362,C002149,App Open
E0001363,C000296,Order Complete
E0001364,C004097,Checkout
E0001365,C003186,Add To Cart
E0001366,C003414,Add To Cart
E0001367,C004452,Checkout
E0001368,C004763,Restaurant View
E0001369,C004795,Add To Cart
E0001370,C000715,App Open
E0001371,C001697,Checkout
E0001372,C003715,App Open
E0001373,C002455,Checkout
E0001374,C001202,Order Complete
E0001375,C003091,Add To Cart
E0001376,C002752,Order Complete
E0001377,C000975,Restaurant View
E0001378,C001646,Restaurant View
E0001379,C003726,App Open
E0001380,C001902,Add To Cart
E0001381,C004985,Add To Cart
E0001382,C002180,Restaurant View
E0001383,C001665,Menu View
E0001384,C002238,Restaurant View
E0001385,C002203,Checkout
E0001386,C004496,Restaurant View
E0001387,C001852,Checkout
E0001388,C003397,Add To Cart
E0001389,C002023,Order Complete
E0001390,C000760,App Open
E0001391,C003710,Order Complete
E0001392,C000224,Checkout
E0001393,C003073,Checkout
E0001394,C004394,Add To Cart
E0001395,C001471,Order Complete
E0001396,C004391,Add To Cart
E0001397,C000210,Order Complete
E0001398,C000653,Checkout
E0001399,C000308,App Open
E0001400,C004413,Order Complete
E0001401,C001153,Add To Cart
E0001402,C000823,Checkout
E0001403,C002981,App Open
E0001404,C001271,Add To Cart
E0001405,C000465,Restaurant View
E0001406,C002388,App Open
E0001407,C002434,Menu View
E0001408,C002427,Checkout
E0001409,C004777,Checkout
E0001410,C003199,Add To Cart
E0001411,C002402,Restaurant View
E0001412,C000049,Checkout
E0001413,C000530,Restaurant View
E0001414,C002805,Checkout
E0001415,C000849,Order Complete
E0001416,C003562,Order Complete
E0001417,C001459,Order Complete
E0001418,C004948,Menu View
E0001419,C002945,Order Complete
E0001420,C002623,Add To Cart
E0001421,C002261,Restaurant View
E0001422,C003489,Restaurant View
E0001423,C004204,Add To Cart
E0001424,C003609,Add To Cart
E0001425,C003572,Add To Cart
E0001426,C003099,Checkout
E0001427,C002892,Order Complete
E0001428,C004235,App Open
E0001429,C001505,Menu View
E0001430,C001219,Checkout
E0001431,C001968,Menu View
E0001432,C001902,Checkout
E0001433,C003270,Order Complete
E0001434,C002781,Checkout
E0001435,C004197,Restaurant View
E0001436,C000699,Checkout
E0001437,C000727,Checkout
E0001438,C003130,Checkout
E0001439,C004326,App Open
E0001440,C000931,Order Complete
E0001441,C001007,Menu View
E0001442,C001080,Order Complete
E0001443,C003260,App Open
E0001444,C001880,Menu View
E0001445,C001284,App Open
E0001446,C001679,App Open
E0001447,C003215,Restaurant View
E0001448,C004035,Restaurant View
E0001449,C001196,Checkout
E0001450,C003853,Add To Cart
E0001451,C001658,Order Complete
E0001452,C001335,Menu View
E0001453,C004868,Order Complete
E0001454,C004166,Order Complete
E0001455,C003013,Checkout
E0001456,C000759,Add To Cart
E0001457,C004962,Add To Cart
E0001458,C002827,Checkout
E0001459,C001384,Restaurant View
E0001460,C002349,Checkout
E0001461,C002640,Add To Cart
E0001462,C000713,App Open
E0001463,C003715,Order Complete
E0001464,C000897,Menu View
E0001465,C002624,Checkout
E0001466,C003699,Order Complete
E0001467,C004358,App Open
E0001468,C000945,App Open
E0001469,C001553,Order Complete
E0001470,C001686,Add To Cart
E0001471,C000578,Menu View
E0001472,C001054,Order Complete
E0001473,C001028,App Open
E0001474,C003517,Add To Cart
E0001475,C000208,Menu View
E0001476,C001909,Menu View
E0001477,C000476,Restaurant View
E0001478,C004556,Menu View
E0001479,C004821,App Open
E0001480,C000999,Checkout
E0001481,C001822,Restaurant View
E0001482,C001430,Checkout
E0001483,C004537,Checkout
E0001484,C004471,App Open
E0001485,C002811,Menu View
E0001486,C000288,Checkout
E0001487,C001916,Checkout
E0001488,C004060,Add To Cart
E0001489,C001530,App Open
E0001490,C004792,Restaurant View
E0001491,C001542,App Open
E0001492,C004324,Add To Cart
E0001493,C003072,Order Complete
E0001494,C003697,Menu View
E0001495,C003665,Restaurant View
E0001496,C000590,Order Complete
E0001497,C003864,Order Complete
E0001498,C003659,Add To Cart
E0001499,C000954,Menu View
E0001500,C001318,App Open
E0001501,C000442,Checkout
E0001502,C003648,Restaurant View
E0001503,C004344,Menu View
E0001504,C000262,App Open
E0001505,C002822,Add To Cart
E0001506,C003183,Restaurant View
E0001507,C003324,Order Complete
E0001508,C001092,Checkout
E0001509,C000736,Menu View
E0001510,C000808,Checkout
E0001511,C004218,Restaurant View
E0001512,C004129,App Open
E0001513,C000177,Add To Cart
E0001514,C000190,App Open
E0001515,C001261,App Open
E0001516,C000669,App Open
E0001517,C003434,Order Complete
E0001518,C001789,Add To Cart
E0001519,C003599,Add To Cart
E0001520,C001410,Menu View
E0001521,C000978,Restaurant View
E0001522,C003805,Checkout
E0001523,C000840,Order Complete
E0001524,C003776,Menu View
E0001525,C003354,Order Complete
E0001526,C003124,Restaurant View
E0001527,C002838,Add To Cart
E0001528,C002903,App Open
E0001529,C003816,Restaurant View
E0001530,C000751,Checkout
E0001531,C004112,Menu View
E0001532,C003654,Checkout
E0001533,C003781,Menu View
E0001534,C003953,Restaurant View
E0001535,C000860,Menu View
E0001536,C001926,Restaurant View
E0001537,C004344,App Open
E0001538,C000253,Menu View
E0001539,C003822,App Open
E0001540,C000918,Add To Cart
E0001541,C002922,Restaurant View
E0001542,C002742,Checkout
E0001543,C003383,Restaurant View
E0001544,C002036,Checkout
E0001545,C003114,Add To Cart
E0001546,C003991,Order Complete
E0001547,C004025,Menu View
E0001548,C002494,Restaurant View
E0001549,C001138,Checkout
E0001550,C004320,App Open
E0001551,C000750,Restaurant View
E0001552,C002829,Restaurant View
E0001553,C001563,App Open
E0001554,C002206,App Open
E0001555,C001631,Checkout
E0001556,C002995,Menu View
E0001557,C001764,Restaurant View
E0001558,C003834,Restaurant View
E0001559,C003439,Menu View
E0001560,C004859,Restaurant View
