order_id,customer_id,restaurant_id,item_id,rider_id,order_datetime,quantity,order_amount,discount_amount,delivery_fee,final_amount,order_status
O0000279,C004104,R00098,M007509,D00661,2026-03-02 03:54:01,1,122,29,24,117,Delivered
O0000280,C004910,R00375,M002534,D02756,2026-06-11 15:52:18,4,344,97,41,288,Delivered
O0000281,C004574,R00763,M001816,D02292,2025-11-07 05:49:05,4,2612,10,21,2623,Delivered
O0000282,C001649,R00962,M000470,D00853,2025-09-20 19:56:52,2,816,65,60,811,Delivered
O0000283,C004843,R00939,M011682,D03078,2025-07-13 19:32:53,1,417,45,42,414,Delivered
O0000284,C004030,R01339,M005317,D02760,2025-11-09 06:11:15,3,1644,14,45,1675,Delivered
O0000285,C004771,R01021,M012983,D02629,2026-01-21 04:58:55,3,843,67,35,811,Delivered
O0000286,C000985,R00952,M000685,D00036,2026-06-16 14:44:50,2,496,14,48,530,Delivered
O0000287,C002108,R00459,M000866,D00735,2026-05-17 01:34:15,1,320,62,43,301,Delivered
O0000288,C000035,R00925,M003862,D02860,2025-10-31 21:38:00,1,344,28,56,372,Delivered
O0000289,C001923,R01387,M005497,D03046,2025-12-29 19:54:36,3,1194,27,35,1202,Delivered
O0000290,C002909,R01284,M001909,D03978,2026-01-05 09:02:15,1,562,70,35,527,Delivered
O0000291,C003334,R00373,M004974,D01798,2026-06-17 06:18:55,1,546,12,39,573,Delivered
O0000292,C002213,R01441,M009855,D02351,2026-04-30 18:59:43,1,631,45,39,625,Delivered
O0000293,C000365,R01466,M003275,D01825,2026-01-07 04:21:48,4,1472,23,51,1500,Delivered
O0000294,C004636,R01123,M013573,D02962,2026-03-20 02:08:18,2,520,42,48,526,Delivered
O0000295,C004220,R00736,M007752,D03055,2025-08-22 17:26:58,3,1368,13,26,1381,Delivered
O0000296,C003822,R00037,M004829,D01749,2025-12-18 06:40:24,1,263,84,29,208,Cancelled
O0000297,C000311,R00258,M005440,D00142,2025-09-05 05:58:42,3,411,39,43,415,Delivered
O0000298,C004565,R01165,M012648,D03638,2026-02-28 19:06:57,2,340,12,49,377,Delivered
O0000299,C004164,R00805,M010049,D02235,2025-09-10 13:28:02,3,1224,40,37,1221,Delivered
O0000300,C002560,R01258,M004837,D03030,2025-11-25 08:55:35,3,1932,21,44,1955,Delivered
O0000301,C004335,R00029,M006644,D01049,2025-08-28 20:10:09,3,1107,46,53,1114,Delivered
O0000302,C002783,R00612,M002387,D01128,2025-11-14 06:43:53,3,1812,12,26,1826,Delivered
O0000303,C003731,R00847,M000151,D02283,2026-04-26 01:29:10,2,958,24,37,971,Delivered
O0000304,C004675,R01389,M001685,D00060,2025-09-01 21:29:48,4,2728,23,46,2751,Delivered
O0000305,C000386,R00493,M002422,D03399,2025-11-03 19:19:11,1,362,55,45,352,Delivered
O0000306,C003211,R00620,M004248,D01942,2025-07-18 11:46:25,3,1893,34,39,1898,Delivered
O0000307,C001804,R00241,M008165,D03163,2025-07-26 17:01:21,3,2076,31,44,2089,Delivered
O0000308,C002074,R00785,M000314,D01054,2025-11-11 07:07:43,1,450,46,34,438,Delivered
O0000309,C000166,R00248,M013246,D00453,2026-01-19 06:31:52,3,1314,22,30,1322,Delivered
O0000310,C000338,R00526,M010164,D02406,2025-07-07 02:27:09,2,160,19,28,169,Delivered
O0000311,C002890,R00853,M013569,D00006,2025-07-04 00:45:10,3,1302,49,23,1276,Delivered
O0000312,C000295,R00019,M005093,D01853,2025-11-12 22:32:48,4,2080,9,50,2121,Delivered
O0000313,C001299,R01433,M001289,D02553,2025-10-27 01:15:12,3,2100,20,37,2117,Delivered
O0000314,C001665,R00880,M001988,D02759,2026-04-27 11:40:26,4,616,72,26,570,Cancelled
O0000315,C000823,R00675,M007332,D03461,2026-02-09 04:48:26,2,1118,21,47,1144,Delivered
O0000316,C003453,R01043,M011334,D01741,2026-02-21 20:02:00,1,348,27,33,354,Delivered
O0000317,C001030,R01303,M008482,D03045,2025-08-13 00:40:57,2,1184,28,47,1203,Delivered
O0000318,C004957,R00880,M014083,D01756,2026-03-14 18:41:12,3,1584,96,31,1519,Delivered
O0000319,C002143,R00403,M002765,D00431,2026-03-15 01:17:26,1,509,23,22,508,Delivered
O0000320,C004907,R01202,M004594,D03356,2025-10-10 16:32:54,4,2012,28,49,2033,Delivered
O0000321,C003297,R01315,M013793,D01460,2025-12-15 10:42:02,4,1232,39,52,1245,Delivered
O0000322,C004033,R01436,M011273,D00733,2025-08-05 19:41:04,4,1300,37,44,1307,Delivered
O0000323,C003758,R00631,M012157,D02531,2025-06-22 08:30:29,1,554,60,29,523,Delivered
O0000324,C002869,R01011,M014143,D01755,2025-08-22 06:59:33,2,1250,22,41,1269,Delivered
O0000325,C000048,R01268,M001340,D01896,2025-08-18 06:33:29,3,1335,92,46,1289,Delivered
O0000326,C003984,R01264,M002014,D01644,2026-01-23 00:30:53,1,168,12,22,178,Cancelled
O0000327,C001486,R01081,M000540,D02954,2026-02-08 05:04:50,3,1416,31,59,1444,Delivered
O0000328,C001400,R01066,M012780,D01822,2026-02-22 05:49:06,1,518,88,32,462,Delivered
O0000329,C004344,R01411,M013631,D00414,2026-01-09 01:14:40,1,536,35,29,530,Delivered
O0000330,C001398,R00802,M006600,D00730,2026-02-13 04:03:34,3,1041,21,58,1078,Delivered
O0000331,C003645,R00244,M000348,D00915,2025-10-13 21:36:18,2,1054,80,24,998,Delivered
O0000332,C000522,R00177,M003113,D02080,2025-07-07 18:02:58,1,680,70,25,635,Delivered
O0000333,C003624,R00606,M010690,D02928,2025-07-09 01:05:23,4,796,43,50,803,Delivered
O0000334,C001394,R01318,M006984,D03551,2025-09-14 08:13:31,2,534,35,59,558,Delivered
O0000335,C001738,R01162,M003522,D00898,2025-12-20 14:32:59,3,1104,38,53,1119,Cancelled
O0000336,C000964,R00138,M007558,D01368,2025-06-19 01:57:17,3,1467,39,51,1479,Delivered
O0000337,C000810,R00878,M006174,D03498,2025-12-11 18:36:40,4,1588,89,41,1540,Delivered
O0000338,C002541,R00364,M003179,D01590,2025-06-21 16:25:33,2,1396,34,29,1391,Delivered
O0000339,C000898,R01038,M003900,D01279,2025-08-13 11:13:25,2,1382,59,59,1382,Delivered
O0000340,C001229,R00912,M005781,D01419,2026-02-05 11:05:10,4,2116,51,52,2117,Delivered
O0000341,C004945,R00969,M007902,D01860,2026-06-17 06:30:14,1,134,38,22,118,Delivered
O0000342,C004033,R00083,M002976,D00368,2025-07-08 07:51:19,3,663,56,29,636,Delivered
O0000343,C002367,R00782,M004589,D01205,2026-04-14 05:57:52,4,680,61,45,664,Delivered
O0000344,C000199,R00630,M004480,D01284,2026-05-14 07:21:48,1,559,14,37,582,Delivered
O0000345,C000691,R01439,M012759,D01342,2026-06-06 20:39:11,4,2736,58,25,2703,Delivered
O0000346,C000825,R00682,M002468,D03242,2025-08-14 13:27:02,4,864,62,21,823,Delivered
O0000347,C001837,R00559,M006183,D00690,2026-04-26 23:38:59,1,611,34,34,611,Delivered
O0000348,C003993,R00661,M009739,D01318,2025-06-30 20:59:11,3,1506,31,22,1497,Delivered
O0000349,C002992,R01359,M008917,D03506,2026-03-23 20:38:41,2,976,33,27,970,Delivered
O0000350,C004955,R01210,M008327,D03307,2025-10-11 02:09:57,1,80,24,60,116,Delivered
O0000351,C003233,R00628,M003843,D02247,2026-02-01 23:39:50,1,172,88,46,130,Delivered
O0000352,C004274,R00698,M011143,D03973,2025-11-09 05:56:15,2,1290,1,42,1331,Delivered
O0000353,C003781,R00259,M014298,D03610,2025-12-25 08:57:20,3,1308,66,23,1265,Delivered
O0000354,C003074,R00450,M004347,D00421,2025-07-30 14:31:25,3,396,62,29,363,Delivered
O0000355,C001040,R01260,M007289,D02154,2025-07-24 05:04:42,1,649,98,20,571,Delivered
O0000356,C002929,R01223,M008198,D01483,2026-04-02 15:25:29,2,1028,28,32,1032,Delivered
O0000357,C004892,R00024,M011967,D01858,2025-07-30 00:14:47,4,912,11,22,923,Delivered
O0000358,C000400,R00058,M008435,D01910,2026-02-24 22:14:58,1,581,58,43,566,Delivered
O0000359,C003398,R00916,M011359,D01145,2025-08-02 21:33:05,1,643,48,34,629,Delivered
O0000360,C001100,R00551,M000114,D00221,2025-11-12 21:01:10,2,1082,27,34,1089,Delivered
O0000361,C001739,R01093,M010936,D01280,2025-09-12 08:12:42,1,681,31,32,682,Delivered
O0000362,C002217,R00987,M013080,D02186,2025-12-14 22:43:01,2,1190,23,56,1223,Delivered
O0000363,C002655,R00114,M004566,D02370,2025-12-09 08:15:21,2,476,50,41,467,Delivered
O0000364,C004555,R00219,M003549,D02656,2025-11-14 08:08:36,1,104,70,23,57,Delivered
O0000365,C000137,R01432,M000676,D01857,2025-11-17 18:44:01,2,322,60,51,313,Delivered
O0000366,C001086,R01023,M007841,D03091,2025-12-24 05:26:33,1,575,28,24,571,Delivered
O0000367,C000155,R00083,M010737,D03606,2025-10-14 11:56:48,4,1468,95,47,1420,Delivered
O0000368,C002297,R00736,M013488,D01093,2026-02-12 04:43:25,2,386,44,58,400,Delivered
O0000369,C003930,R00243,M001409,D01870,2025-11-26 21:45:35,2,322,25,54,351,Delivered
O0000370,C001020,R01355,M011791,D02418,2025-09-22 15:51:11,1,486,44,29,471,Delivered
O0000371,C004384,R00126,M009490,D01585,2025-07-19 00:42:41,2,176,44,27,159,Cancelled
O0000372,C004340,R01490,M013063,D02061,2025-12-30 10:55:57,4,936,41,42,937,Delivered
O0000373,C004911,R00740,M014221,D01684,2026-04-06 15:54:48,2,1378,66,20,1332,Delivered
O0000374,C000919,R00681,M002302,D02831,2025-09-15 15:18:07,4,2192,41,37,2188,Delivered
O0000375,C001563,R01279,M001412,D03463,2026-06-15 12:17:53,2,300,70,31,261,Delivered
O0000376,C002987,R00650,M005491,D03814,2025-08-30 11:09:53,4,1892,45,57,1904,Delivered
O0000377,C000786,R01181,M005085,D02352,2025-11-12 03:29:39,4,432,9,42,465,Delivered
O0000378,C003971,R00255,M000172,D02695,2025-07-04 02:22:09,2,202,29,22,195,Delivered
O0000379,C003867,R01167,M003640,D03143,2025-12-02 09:13:29,4,1908,49,20,1879,Delivered
O0000380,C001423,R00411,M014554,D03539,2025-09-24 03:01:03,2,298,94,51,255,Delivered
O0000381,C000568,R00465,M010822,D03370,2025-10-14 13:12:11,2,1188,83,54,1159,Delivered
O0000382,C000036,R00524,M006745,D01405,2026-04-17 03:39:44,4,2336,32,22,2326,Delivered
O0000383,C004462,R01339,M001769,D00824,2025-06-22 11:58:37,2,962,33,22,951,Delivered
O0000384,C001806,R00830,M011138,D01444,2025-08-14 01:51:54,4,1488,36,39,1491,Delivered
O0000385,C003158,R00182,M003962,D02925,2025-10-10 05:56:18,4,1876,40,58,1894,Delivered
O0000386,C001259,R01005,M000942,D02982,2026-04-01 21:39:53,3,1224,18,25,1231,Delivered
O0000387,C002006,R00454,M009940,D02911,2025-08-28 01:53:23,4,1500,42,46,1504,Delivered
O0000388,C001903,R00032,M012449,D03718,2026-01-10 14:47:58,3,747,11,59,795,Delivered
O0000389,C001846,R01428,M005363,D02448,2026-02-24 21:18:14,2,830,99,57,788,Delivered
O0000390,C000800,R01084,M002029,D02814,2026-01-12 23:25:48,1,348,29,58,377,Delivered
O0000391,C002015,R00543,M007976,D00878,2026-04-20 09:34:34,1,246,22,46,270,Delivered
O0000392,C004958,R00319,M000182,D03571,2025-11-11 18:39:11,1,587,91,21,517,Delivered
O0000393,C002195,R00723,M011702,D02771,2025-12-20 23:50:21,2,1308,3,60,1365,Delivered
O0000394,C004729,R01151,M008885,D03776,2026-03-04 04:33:53,1,683,82,41,642,Delivered
O0000395,C000290,R01393,M000954,D02838,2025-11-08 14:56:36,2,594,30,25,589,Delivered
O0000396,C004323,R00380,M007364,D03486,2026-06-10 10:01:45,1,141,21,36,156,Delivered
O0000397,C004183,R00819,M002016,D02223,2026-01-16 02:56:58,1,251,42,49,258,Delivered
O0000398,C001178,R01417,M011678,D03566,2026-02-06 16:11:40,2,996,40,35,991,Delivered
O0000399,C003276,R00742,M003940,D02654,2025-08-31 18:58:24,3,1335,2,27,1360,Delivered
O0000400,C004850,R00354,M014500,D01297,2025-07-24 15:47:04,4,1228,38,51,1241,Delivered
O0000401,C002858,R01285,M009906,D03505,2025-11-08 12:20:49,3,252,50,26,228,Delivered
O0000402,C004487,R01376,M012469,D01866,2026-01-15 13:29:12,3,975,64,23,934,Delivered
O0000403,C000356,R00876,M009920,D03392,2026-03-25 11:41:40,2,986,26,52,1012,Delivered
O0000404,C000140,R01450,M003092,D01887,2025-07-30 13:08:05,3,1932,10,57,1979,Delivered
O0000405,C003825,R01500,M000957,D03466,2025-06-28 11:41:52,3,696,33,40,703,Delivered
O0000406,C004397,R00749,M000360,D01974,2026-05-24 07:51:12,2,1016,87,30,959,Delivered
O0000407,C004110,R00556,M014116,D00638,2025-11-07 07:49:00,2,310,1,35,344,Delivered
O0000408,C000117,R01073,M013682,D03683,2025-12-14 05:17:19,1,648,32,60,676,Delivered
O0000409,C003973,R00666,M004996,D01992,2025-07-17 02:00:33,4,972,44,49,977,Delivered
O0000410,C001551,R00434,M004324,D01369,2025-11-09 08:37:44,1,699,69,22,652,Delivered
O0000411,C000987,R00093,M001497,D02854,2025-12-31 17:12:28,3,2073,37,37,2073,Delivered
O0000412,C001224,R00702,M012308,D00032,2025-09-07 20:45:19,1,455,17,34,472,Delivered
O0000413,C003905,R00947,M007071,D00981,2025-12-21 13:59:52,2,1018,83,20,955,Delivered
O0000414,C001408,R00702,M011103,D02830,2025-08-07 17:22:17,1,125,41,25,109,Delivered
O0000415,C000505,R01228,M010181,D02293,2025-11-27 17:23:36,4,2028,39,28,2017,Delivered
O0000416,C001633,R00216,M007624,D02749,2025-10-08 16:28:37,2,170,48,20,142,Cancelled
O0000417,C000286,R00824,M010114,D02185,2025-10-11 08:28:10,2,858,33,26,851,Delivered
O0000418,C003385,R01352,M012391,D02102,2026-02-06 06:19:42,4,2372,12,26,2386,Delivered
O0000419,C001044,R00431,M004179,D02156,2025-09-27 18:46:17,3,1740,66,49,1723,Delivered
O0000420,C002818,R01358,M010774,D03094,2026-05-29 00:49:08,2,1046,76,27,997,Delivered
O0000421,C004553,R01417,M000134,D03092,2025-10-21 10:55:59,4,1288,41,60,1307,Delivered
O0000422,C000382,R00314,M010663,D01164,2026-03-31 03:57:13,2,252,34,28,246,Delivered
O0000423,C004495,R00949,M014869,D02295,2026-01-13 21:00:51,2,346,42,41,345,Delivered
O0000424,C003650,R00427,M004815,D00017,2025-09-24 01:55:46,3,1812,67,29,1774,Delivered
O0000425,C002266,R01227,M012744,D03078,2025-12-23 10:47:51,4,844,35,33,842,Delivered
O0000426,C003659,R00415,M004318,D02860,2025-10-17 06:33:06,2,368,42,33,359,Delivered
O0000427,C002007,R00815,M014343,D01928,2026-05-31 21:24:20,1,643,87,50,606,Delivered
O0000428,C001036,R00492,M005058,D01588,2026-02-19 17:46:36,4,2604,69,23,2558,Delivered
O0000429,C003940,R00682,M006406,D03886,2026-04-15 01:35:18,3,1656,47,59,1668,Delivered
O0000430,C004782,R00029,M005064,D00251,2025-12-13 14:58:16,3,2088,44,29,2073,Delivered
O0000431,C001908,R01040,M004119,D01431,2026-03-05 02:27:07,1,101,56,49,94,Delivered
O0000432,C000152,R01112,M003677,D03815,2025-08-15 13:35:38,2,1318,10,55,1363,Delivered
O0000433,C000195,R00127,M013632,D01241,2026-03-16 08:10:34,4,720,23,29,726,Delivered
O0000434,C000458,R00562,M001350,D00841,2026-02-23 05:49:13,2,804,34,28,798,Delivered
O0000435,C002024,R01299,M006400,D00494,2025-07-03 16:31:27,2,458,100,36,394,Delivered
O0000436,C001888,R01050,M006347,D03411,2026-03-17 08:35:36,2,186,92,42,136,Delivered
O0000437,C002189,R00549,M014811,D01170,2025-06-25 08:39:30,1,389,37,24,376,Delivered
O0000438,C004876,R01244,M014205,D02817,2026-05-20 16:16:40,3,1917,99,45,1863,Delivered
O0000439,C003130,R00338,M001603,D00164,2026-05-05 22:56:55,4,1744,30,59,1773,Delivered
O0000440,C004780,R00272,M007982,D00239,2025-07-03 01:38:50,2,1388,99,43,1332,Delivered
O0000441,C003116,R01167,M009437,D01518,2026-03-02 18:18:02,1,336,39,53,350,Delivered
O0000442,C001037,R00800,M000986,D01432,2026-02-21 21:19:26,4,1736,0,33,1769,Delivered
O0000443,C001582,R00879,M000012,D02571,2025-10-28 02:19:50,1,556,10,46,592,Delivered
O0000444,C002477,R00410,M002239,D01326,2026-05-25 22:20:16,1,339,33,33,339,Delivered
O0000445,C004132,R00962,M004230,D03762,2025-12-22 04:14:53,3,675,66,56,665,Cancelled
O0000446,C002138,R00002,M006955,D03045,2025-09-18 01:16:09,4,1724,64,42,1702,Delivered
O0000447,C001318,R00791,M003204,D01458,2025-12-12 23:35:56,3,507,10,43,540,Delivered
O0000448,C004026,R01361,M001974,D00700,2025-08-19 18:42:56,2,1286,32,40,1294,Delivered
O0000449,C002371,R00302,M003688,D03134,2025-11-20 16:57:48,4,1152,7,34,1179,Delivered
O0000450,C000852,R00151,M006734,D01935,2026-03-07 11:42:18,1,525,79,27,473,Delivered
O0000451,C003808,R01269,M014428,D02564,2025-08-23 22:21:00,1,483,66,28,445,Delivered
O0000452,C002460,R01045,M011692,D02678,2026-03-28 17:35:42,2,172,64,29,137,Delivered
O0000453,C004134,R01420,M006959,D01963,2026-01-10 02:25:48,4,1500,34,56,1522,Delivered
O0000454,C001081,R00897,M012690,D01166,2026-02-11 08:31:27,2,1094,65,35,1064,Delivered
O0000455,C001058,R01195,M000896,D02761,2026-04-26 23:53:13,4,2404,21,38,2421,Delivered
O0000456,C003086,R00839,M000023,D03958,2025-08-05 07:22:56,1,341,34,57,364,Delivered
O0000457,C002459,R01476,M002071,D00554,2026-05-01 03:41:16,2,1264,53,24,1235,Delivered
O0000458,C002273,R00393,M010308,D02242,2026-06-06 19:50:04,4,2504,83,38,2459,Delivered
O0000459,C002795,R00144,M007765,D01544,2026-03-03 06:25:29,4,2176,50,55,2181,Delivered
O0000460,C004038,R00583,M007515,D03268,2026-05-30 19:56:14,3,1743,43,53,1753,Cancelled
O0000461,C002458,R01279,M005332,D02277,2026-05-24 20:00:40,3,1590,70,27,1547,Delivered
O0000462,C002194,R00496,M001018,D01876,2026-05-14 08:34:15,2,410,40,34,404,Delivered
O0000463,C000006,R01152,M006295,D03132,2026-03-09 00:20:40,4,352,28,55,379,Delivered
O0000464,C003491,R00170,M004301,D01897,2025-10-21 22:33:28,3,327,30,32,329,Delivered
O0000465,C002074,R00218,M009284,D00172,2026-03-23 05:14:51,1,373,44,59,388,Delivered
O0000466,C000462,R00644,M008225,D00073,2025-08-28 18:40:35,3,1671,54,29,1646,Delivered
O0000467,C004372,R01284,M010470,D00833,2026-02-01 20:13:08,2,336,39,43,340,Delivered
O0000468,C000209,R00632,M003594,D01290,2025-08-13 01:48:16,3,666,61,38,643,Delivered
O0000469,C002432,R01289,M007317,D03413,2026-01-17 03:26:02,3,477,27,58,508,Delivered
O0000470,C003728,R01357,M008317,D03759,2025-08-16 09:34:23,2,1094,29,25,1090,Delivered
O0000471,C004138,R00265,M003487,D02758,2025-06-17 16:28:07,3,699,33,51,717,Delivered
O0000472,C004964,R00357,M008265,D02677,2026-04-18 07:08:56,2,870,26,35,879,Delivered
O0000473,C004968,R00464,M005669,D02609,2025-07-09 19:59:37,1,693,10,38,721,Delivered
O0000474,C002238,R00908,M001355,D02363,2026-01-26 20:16:13,1,393,45,51,399,Delivered
O0000475,C002413,R01319,M011906,D02773,2025-09-23 05:09:44,4,2484,63,54,2475,Delivered
O0000476,C004019,R00848,M000312,D01680,2026-05-12 19:28:42,4,940,30,30,940,Delivered
O0000477,C001847,R01498,M000687,D03184,2026-04-08 18:48:45,4,1612,32,42,1622,Cancelled
O0000478,C002675,R01221,M001595,D03487,2025-10-01 05:20:04,3,369,14,34,389,Delivered
O0000479,C000876,R00571,M010404,D00134,2025-12-21 16:04:12,3,714,69,31,676,Delivered
O0000480,C004884,R00500,M014524,D01816,2025-07-21 00:04:32,1,319,92,21,248,Delivered
O0000481,C001784,R00486,M013650,D00970,2026-03-07 22:24:44,3,1599,50,57,1606,Delivered
O0000482,C000144,R00271,M013006,D00469,2025-11-17 02:50:56,3,759,17,37,779,Delivered
O0000483,C003603,R00616,M013382,D00752,2026-03-23 15:10:13,3,372,66,54,360,Delivered
O0000484,C000766,R00692,M011847,D01847,2025-10-25 09:46:31,1,692,52,58,698,Delivered
O0000485,C002679,R00945,M003903,D02306,2026-02-03 01:48:47,2,1032,70,30,992,Delivered
O0000486,C002918,R00869,M007723,D01490,2025-06-18 22:35:58,2,1140,75,45,1110,Delivered
O0000487,C000771,R01462,M007151,D03709,2026-06-10 18:28:20,2,1276,49,35,1262,Delivered
O0000488,C002820,R01291,M014570,D03236,2025-06-20 14:24:25,4,1828,31,57,1854,Delivered
O0000489,C004739,R00986,M001865,D02617,2026-06-17 04:51:23,2,1374,10,37,1401,Delivered
O0000490,C004753,R00044,M003018,D02882,2025-06-27 18:09:41,4,684,45,26,665,Delivered
O0000491,C002069,R00206,M002837,D03705,2025-06-26 20:08:30,3,1587,91,28,1524,Delivered
O0000492,C003859,R00899,M005203,D00206,2026-01-04 09:22:25,1,455,55,35,435,Delivered
O0000493,C002398,R00665,M009975,D00067,2026-03-18 11:36:13,1,599,83,31,547,Delivered
O0000494,C000493,R00713,M005894,D03479,2026-01-30 04:00:49,3,603,63,46,586,Delivered
O0000495,C001984,R00192,M001467,D03996,2025-07-20 08:38:17,4,608,29,32,611,Delivered
O0000496,C001736,R00023,M004988,D00101,2025-07-06 11:23:25,2,1208,39,34,1203,Delivered
O0000497,C004708,R01022,M006777,D03930,2025-11-06 06:24:10,4,1512,48,30,1494,Delivered
O0000498,C000826,R00057,M014912,D01060,2026-06-09 16:12:24,3,1668,31,29,1666,Delivered
O0000499,C002475,R00226,M003240,D03156,2025-12-10 03:51:58,3,960,45,51,966,Delivered
O0000500,C001616,R00028,M007250,D00964,2025-11-20 22:15:50,4,2352,45,38,2345,Delivered
O0000501,C001835,R01301,M002338,D03709,2026-01-29 10:54:31,3,1854,35,22,1841,Delivered
O0000502,C002240,R00802,M008901,D02051,2025-11-16 20:48:27,3,681,94,51,638,Delivered
O0000503,C004382,R01234,M003689,D02575,2026-04-03 15:07:13,2,510,33,41,518,Delivered
O0000504,C000443,R01189,M010975,D01596,2025-06-28 15:49:06,2,876,0,29,905,Delivered
O0000505,C003960,R00538,M006920,D00764,2025-12-21 21:05:16,1,378,48,38,368,Delivered
O0000506,C003505,R00867,M002005,D02574,2026-06-12 16:44:47,1,287,32,45,300,Delivered
O0000507,C000059,R01229,M014450,D01854,2026-05-30 13:12:05,4,2056,31,55,2080,Delivered
O0000508,C004314,R00827,M004623,D02714,2026-05-13 03:05:34,2,182,31,20,171,Cancelled
O0000509,C002179,R01366,M003132,D03883,2026-02-17 05:27:05,4,2316,19,48,2345,Delivered
O0000510,C000183,R00955,M005684,D02289,2025-12-30 15:37:24,1,456,45,36,447,Delivered
O0000511,C000287,R00243,M000317,D02094,2025-09-29 09:37:51,2,500,41,35,494,Delivered
O0000512,C004274,R01495,M011923,D01063,2025-12-29 19:24:32,3,543,38,54,559,Delivered
O0000513,C003430,R00755,M010684,D03154,2025-08-28 17:34:39,2,1066,11,22,1077,Delivered
O0000514,C004005,R00443,M012887,D03979,2026-05-06 21:34:53,3,885,11,28,902,Delivered
O0000515,C002658,R00350,M013506,D01635,2025-08-20 17:25:56,4,1940,33,28,1935,Delivered
O0000516,C000660,R01243,M007833,D01009,2026-01-28 08:58:00,1,314,61,35,288,Delivered
O0000517,C000475,R00242,M005947,D03605,2025-09-29 04:16:38,2,1394,32,47,1409,Delivered
O0000518,C002749,R00898,M001659,D02562,2025-08-30 17:12:46,1,520,3,58,575,Delivered
O0000519,C000605,R00402,M010441,D00447,2025-11-19 20:43:51,1,421,35,49,435,Delivered
O0000520,C000818,R00020,M009362,D03016,2026-05-04 04:38:01,3,384,42,23,365,Delivered
O0000521,C004751,R01267,M007979,D03285,2026-05-16 12:54:12,4,528,67,42,503,Delivered
O0000522,C000249,R00534,M006620,D02448,2026-04-08 23:25:54,1,248,43,31,236,Delivered
O0000523,C001563,R00923,M013928,D02156,2025-07-13 13:48:57,2,402,44,36,394,Delivered
O0000524,C004628,R01295,M012311,D02220,2025-12-10 10:20:16,3,2094,66,25,2053,Delivered
